,Y,Yhat,confidence
2501,323,323,0.9962
2502,323,323,0.9971
2503,323,323,0.8749
2504,323,323,0.9995
2505,323,323,0.9977
2506,323,323,0.8823
2507,323,323,0.9978
2508,323,323,0.9988
2509,323,323,0.9953
2510,324,324,0.9999
2511,324,324,0.9274
2512,324,946,0.9753
2513,324,325,0.6266
2514,324,324,0.986
2515,324,326,0.5416
2516,324,324,0.975
2517,324,324,0.991
2518,324,324,0.9985
2519,324,324,0.7772
2520,325,325,0.9673
2521,325,325,0.9988
2522,325,325,0.9761
2523,325,325,0.9968
2524,325,325,0.9877
2525,325,325,0.9977
2526,325,325,0.9944
2527,325,325,0.9996
2528,325,325,0.9896
2529,325,325,0.9841
2530,326,326,0.996
2531,326,326,0.8977
2532,326,326,0.9983
2533,326,326,0.6603
2534,326,326,0.9994
2535,326,326,0.8744
2536,326,326,0.9993
2537,326,326,0.955
2538,326,326,0.9838
2539,326,326,0.6533
2540,327,327,1.0
2541,327,327,0.9962
2542,327,512,0.2831
2543,327,327,0.9987
2544,327,327,0.9902
2545,327,327,0.9893
2546,327,584,0.6069
2547,327,327,0.9884
2548,327,327,0.9608
2549,327,327,1.0
2550,328,327,0.7746
2551,328,125,0.2373
2552,328,956,0.2443
2553,328,396,0.9734
2554,328,309,0.7649
2555,328,328,0.4708
2556,328,143,0.1768
2557,328,328,0.8526
2558,328,328,0.9999
2559,328,463,0.9315
2560,329,329,0.7707
2561,329,616,0.1603
2562,329,994,0.4117
2563,329,329,0.2219
2564,329,329,0.8177
2565,329,73,0.3303
2566,329,329,0.7759
2567,329,329,0.9956
2568,329,692,0.2353
2569,329,329,0.4872
2570,33,34,0.7066
2571,33,33,0.8005
2572,33,33,0.9893
2573,33,120,0.1212
2574,33,33,0.96
2575,33,33,0.9006
2576,33,33,0.3412
2577,33,32,0.361
2578,33,787,0.0888
2579,33,33,0.9346
2580,330,330,0.6438
2581,330,331,0.609
2582,330,335,0.4719
2583,330,330,0.7869
2584,330,330,0.9905
2585,330,330,0.9502
2586,330,330,0.9237
2587,330,330,0.7912
2588,330,330,0.9498
2589,330,330,0.6349
2590,331,331,0.9193
2591,331,331,0.9459
2592,331,330,0.7534
2593,331,138,0.699
2594,331,127,0.222
2595,331,331,0.9768
2596,331,331,0.8433
2597,331,331,0.9995
2598,331,331,0.9949
2599,331,331,0.9741
2600,332,332,0.9857
2601,332,332,0.9253
2602,332,332,0.5046
2603,332,332,0.9915
2604,332,332,0.9985
2605,332,332,0.9991
2606,332,332,1.0
2607,332,332,0.3968
2608,332,332,0.8217
2609,332,332,0.9999
2610,333,333,0.9738
2611,333,333,0.9995
2612,333,948,0.7915
2613,333,333,0.9532
2614,333,333,0.4638
2615,333,333,0.9991
2616,333,333,0.997
2617,333,227,0.2736
2618,333,333,0.9919
2619,333,333,0.9991
2620,334,334,0.9908
2621,334,102,0.9983
2622,334,265,0.2589
2623,334,334,0.9982
2624,334,334,0.9807
2625,334,334,0.513
2626,334,334,0.9784
2627,334,562,0.5453
2628,334,334,0.9968
2629,334,299,0.9903
2630,335,335,0.677
2631,335,335,0.9996
2632,335,387,0.3325
2633,335,335,0.9964
2634,335,335,0.6952
2635,335,335,0.9642
2636,335,335,0.9999
2637,335,496,0.0732
2638,335,335,0.9718
2639,335,335,0.9933
2640,336,412,0.279
2641,336,336,0.8078
2642,336,336,0.6845
2643,336,336,0.6174
2644,336,336,0.9106
2645,336,336,0.9605
2646,336,336,0.9964
2647,336,649,0.8229
2648,336,336,0.8491
2649,336,336,0.998
2650,337,337,0.9999
2651,337,15,0.9991
2652,337,103,0.2162
2653,337,337,0.9991
2654,337,295,0.2844
2655,337,337,0.9935
2656,337,337,0.9941
2657,337,337,0.9974
2658,337,336,0.8342
2659,337,337,0.9798
2660,338,338,0.7754
2661,338,338,1.0
2662,338,338,0.9998
2663,338,338,0.9978
2664,338,338,0.2282
2665,338,338,0.9721
2666,338,338,0.8515
2667,338,338,0.323
2668,338,23,0.1148
2669,338,338,0.9814
2670,339,339,0.7538
2671,339,339,0.6032
2672,339,339,0.9058
2673,339,339,0.891
2674,339,339,0.9958
2675,339,603,0.7349
2676,339,339,0.9207
2677,339,339,0.9782
2678,339,339,0.9498
2679,339,339,0.9985
2680,34,34,0.989
2681,34,34,0.9324
2682,34,34,0.9501
2683,34,34,0.5583
2684,34,34,0.636
2685,34,360,0.3071
2686,34,33,0.9619
2687,34,34,0.9822
2688,34,978,0.1963
2689,34,34,0.6855
2690,340,340,0.9999
2691,340,584,0.1404
2692,340,340,0.9998
2693,340,340,0.9998
2694,340,340,0.9987
2695,340,345,0.3411
2696,340,340,0.9998
2697,340,340,0.998
2698,340,340,0.9995
2699,340,251,0.2388
2700,341,341,0.9223
2701,341,341,0.7384
2702,341,341,0.8181
2703,341,412,0.5063
2704,341,342,0.3532
2705,341,343,0.626
2706,341,766,1.0
2707,341,342,0.5054
2708,341,341,0.9929
2709,341,341,0.9962
2710,342,342,0.5822
2711,342,342,0.4076
2712,342,280,0.4008
2713,342,342,0.834
2714,342,342,0.744
2715,342,346,0.8066
2716,342,342,0.8559
2717,342,342,0.6852
2718,342,343,0.7547
2719,342,342,0.8639
2720,343,343,0.9558
2721,343,343,0.9131
2722,343,343,0.9641
2723,343,343,0.7309
2724,343,343,0.9626
2725,343,343,0.9521
2726,343,343,0.997
2727,343,343,0.6878
2728,343,343,0.8742
2729,343,343,0.6281
2730,344,344,0.9743
2731,344,344,0.9404
2732,344,344,0.8878
2733,344,344,0.9327
2734,344,344,0.7979
2735,344,344,1.0
2736,344,344,1.0
2737,344,344,0.9999
2738,344,344,0.9847
2739,344,344,1.0
2740,345,730,0.4707
2741,345,569,0.2403
2742,345,537,0.1624
2743,345,345,0.5451
2744,345,690,0.7216
2745,345,345,0.7688
2746,345,345,0.9827
2747,345,345,0.8568
2748,345,346,0.8223
2749,345,345,0.8845
2750,346,346,0.3368
2751,346,346,0.7479
2752,346,346,0.9998
2753,346,346,0.9974
2754,346,346,0.8691
2755,346,974,0.9879
2756,346,346,0.9992
2757,346,346,0.7728
2758,346,346,0.8107
2759,346,346,0.9997
2760,347,347,0.9999
2761,347,975,0.3339
2762,347,347,0.997
2763,347,347,0.9245
2764,347,649,0.7684
2765,347,425,0.9034
2766,347,347,0.6772
2767,347,347,0.9999
2768,347,347,0.9969
2769,347,347,0.9999
2770,348,348,0.9824
2771,348,348,0.9948
2772,348,348,0.9325
2773,348,348,0.8666
2774,348,348,0.9144
2775,348,348,0.9937
2776,348,348,0.5234
2777,348,348,0.8963
2778,348,348,0.939
2779,348,348,0.7543
2780,349,349,0.6679
2781,349,349,0.8975
2782,349,349,0.447
2783,349,349,0.5857
2784,349,349,0.5895
2785,349,349,0.7622
2786,349,477,0.3702
2787,349,349,0.6767
2788,349,350,0.3581
2789,349,970,0.7626
2790,35,35,0.7699
2791,35,35,0.7373
2792,35,35,0.9345
2793,35,35,0.9411
2794,35,319,0.277
2795,35,36,0.9416
2796,35,35,0.7677
2797,35,35,0.974
2798,35,35,0.8965
2799,35,455,0.4097
2800,350,350,0.9721
2801,350,350,1.0
2802,350,350,0.9997
2803,350,350,0.9595
2804,350,350,1.0
2805,350,350,0.9989
2806,350,350,0.9883
2807,350,350,0.9992
2808,350,350,0.6761
2809,350,350,0.9498
2810,351,351,0.9977
2811,351,351,0.9983
2812,351,353,0.7387
2813,351,353,0.6152
2814,351,351,0.9996
2815,351,351,0.9474
2816,351,351,0.8612
2817,351,352,0.7246
2818,351,351,0.9991
2819,351,351,0.9926
2820,352,352,0.5789
2821,352,274,0.9997
2822,352,352,0.9306
2823,352,352,0.9761
2824,352,352,0.9456
2825,352,352,0.692
2826,352,352,0.5742
2827,352,352,0.6444
2828,352,352,0.982
2829,352,352,0.4736
2830,353,353,0.6135
2831,353,353,0.9716
2832,353,353,0.9675
2833,353,353,0.9963
2834,353,353,0.9111
2835,353,353,0.6119
2836,353,353,0.9465
2837,353,353,0.9845
2838,353,353,0.9943
2839,353,353,0.9885
2840,354,354,0.9999
2841,354,354,0.9994
2842,354,354,0.976
2843,354,354,0.903
2844,354,354,0.5122
2845,354,339,0.341
2846,354,354,1.0
2847,354,354,0.9907
2848,354,299,0.5827
2849,354,354,0.9985
2850,355,355,0.9989
2851,355,355,0.9996
2852,355,355,0.9992
2853,355,355,0.9999
2854,355,355,0.9999
2855,355,355,0.9982
2856,355,575,0.3692
2857,355,355,0.9906
2858,355,355,0.9998
2859,355,355,0.9843
2860,356,387,0.9994
2861,356,356,0.9886
2862,356,356,0.3471
2863,356,356,0.9224
2864,356,358,0.9238
2865,356,358,0.978
2866,356,356,0.9828
2867,356,387,0.9991
2868,356,356,0.998
2869,356,387,0.9781
2870,357,344,0.6031
2871,357,357,0.6958
2872,357,357,0.9746
2873,357,357,0.9726
2874,357,356,0.6307
2875,357,825,0.9402
2876,357,35,0.3552
2877,357,357,0.9209
2878,357,357,0.9239
2879,357,137,0.3501
2880,358,356,0.5476
2881,358,358,0.5452
2882,358,364,0.3802
2883,358,358,0.8077
2884,358,358,0.9331
2885,358,358,0.9041
2886,358,357,0.4951
2887,358,358,0.9189
2888,358,358,0.8029
2889,358,357,0.7026
2890,359,502,0.158
2891,359,674,0.2463
2892,359,356,0.5998
2893,359,358,0.7391
2894,359,359,0.6168
2895,359,356,0.1274
2896,359,333,0.9398
2897,359,359,0.7747
2898,359,356,0.5985
2899,359,359,0.6063
2900,36,36,0.9774
2901,36,135,0.3772
2902,36,36,0.6858
2903,36,36,0.9469
2904,36,36,0.9582
2905,36,36,0.9493
2906,36,37,0.3466
2907,36,36,0.5713
2908,36,36,0.9784
2909,36,36,0.8195
2910,360,360,0.8784
2911,360,360,0.5671
2912,360,360,0.8253
2913,360,357,0.5418
2914,360,360,0.9991
2915,360,360,0.9847
2916,360,360,0.9693
2917,360,360,0.6967
2918,360,360,0.7713
2919,360,850,0.3187
2920,361,361,0.9986
2921,361,361,0.4419
2922,361,361,0.9796
2923,361,361,0.8534
2924,361,361,0.9991
2925,361,361,0.9999
2926,361,361,0.8639
2927,361,361,0.9301
2928,361,361,0.9999
2929,361,361,0.9992
2930,362,362,0.9999
2931,362,362,1.0
2932,362,362,0.9999
2933,362,362,0.9999
2934,362,362,0.9977
2935,362,362,1.0
2936,362,362,0.9998
2937,362,362,0.9997
2938,362,362,0.9998
2939,362,362,0.9999
2940,363,363,0.9988
2941,363,363,0.9999
2942,363,363,0.9999
2943,363,363,0.8269
2944,363,363,0.998
2945,363,363,1.0
2946,363,363,0.9999
2947,363,363,0.5059
2948,363,363,0.9999
2949,363,363,0.9997
2950,364,364,0.9999
2951,364,364,0.999
2952,364,364,0.4734
2953,364,364,1.0
2954,364,364,0.9887
2955,364,364,0.9998
2956,364,364,1.0
2957,364,378,0.7737
2958,364,364,1.0
2959,364,364,1.0
2960,365,365,0.9809
2961,365,365,0.9986
2962,365,365,0.8783
2963,365,365,0.9955
2964,365,365,0.9998
2965,365,365,0.8063
2966,365,365,0.9662
2967,365,365,0.9815
2968,365,365,0.9847
2969,365,365,1.0
2970,366,366,0.9941
2971,366,366,0.9916
2972,366,366,0.722
2973,366,367,0.7115
2974,366,367,0.3043
2975,366,366,0.9977
2976,366,366,0.998
2977,366,366,0.969
2978,366,366,0.9808
2979,366,366,0.7312
2980,367,367,0.9932
2981,367,367,0.9702
2982,367,367,0.9897
2983,367,367,0.99
2984,367,367,0.9783
2985,367,367,0.9989
2986,367,367,0.9969
2987,367,366,0.7275
2988,367,367,0.9781
2989,367,267,0.2737
2990,368,368,0.9641
2991,368,368,0.9095
2992,368,379,0.6559
2993,368,379,0.6517
2994,368,368,0.9959
2995,368,368,0.9824
2996,368,368,0.9998
2997,368,369,0.4575
2998,368,368,0.9993
2999,368,368,0.9987
3000,369,373,0.8043
3001,369,369,0.9312
3002,369,369,0.9945
3003,369,369,0.9961
3004,369,369,0.9857
3005,369,369,0.8461
3006,369,368,0.3889
3007,369,369,0.9931
3008,369,369,0.9547
3009,369,369,0.9709
3010,37,37,0.9874
3011,37,37,0.9931
3012,37,37,0.927
3013,37,37,0.865
3014,37,36,0.4324
3015,37,37,0.9853
3016,37,37,0.9771
3017,37,37,0.6912
3018,37,37,0.8368
3019,37,36,0.7829
3020,370,380,0.7059
3021,370,370,0.995
3022,370,373,0.9758
3023,370,370,0.9909
3024,370,370,0.981
3025,370,370,0.9611
3026,370,463,0.3934
3027,370,370,0.6467
3028,370,370,0.9939
3029,370,370,0.9935
3030,371,371,0.9693
3031,371,371,0.4654
3032,371,371,0.8642
3033,371,353,0.2955
3034,371,371,0.8187
3035,371,373,0.4796
3036,371,371,0.4929
3037,371,371,0.9466
3038,371,371,0.9982
3039,371,371,0.2313
3040,372,372,0.9949
3041,372,291,0.3669
3042,372,186,0.1175
3043,372,372,0.9681
3044,372,372,0.9989
3045,372,372,0.9958
3046,372,370,0.6355
3047,372,373,0.5159
3048,372,350,0.4589
3049,372,372,0.7963
3050,373,373,0.9834
3051,373,368,0.8013
3052,373,373,0.9862
3053,373,373,0.4255
3054,373,373,0.9957
3055,373,364,0.5849
3056,373,373,0.8989
3057,373,382,0.42
3058,373,379,0.3592
3059,373,373,0.9479
3060,374,374,0.3386
3061,374,378,0.2993
3062,374,371,0.4147
3063,374,374,0.8326
3064,374,370,0.4188
3065,374,374,0.9868
3066,374,374,0.5949
3067,374,374,0.9986
3068,374,374,0.9979
3069,374,374,0.2897
3070,375,375,0.9925
3071,375,375,0.9913
3072,375,368,0.7586
3073,375,374,0.6937
3074,375,375,0.9821
3075,375,375,0.9008
3076,375,375,0.9406
3077,375,375,0.8091
3078,375,375,0.9455
3079,375,375,0.7445
3080,376,376,0.9999
3081,376,376,0.9883
3082,376,376,0.9984
3083,376,336,0.2153
3084,376,376,0.9964
3085,376,376,0.9979
3086,376,376,1.0
3087,376,376,0.8648
3088,376,373,0.3941
3089,376,376,0.9514
3090,377,377,0.8558
3091,377,955,1.0
3092,377,377,0.9902
3093,377,379,0.288
3094,377,377,0.8983
3095,377,377,0.9739
3096,377,410,0.5729
3097,377,377,0.4915
3098,377,377,0.9973
3099,377,377,0.3037
3100,378,378,0.8992
3101,378,378,0.9428
3102,378,381,0.3976
3103,378,378,0.479
3104,378,378,0.9955
3105,378,378,0.9036
3106,378,378,0.9814
3107,378,378,0.9612
3108,378,378,0.9238
3109,378,378,0.9689
3110,379,379,0.3444
3111,379,379,0.8913
3112,379,379,0.8778
3113,379,367,0.3615
3114,379,379,0.9765
3115,379,379,0.9978
3116,379,379,0.9995
3117,379,379,0.9553
3118,379,381,0.5728
3119,379,373,0.2667
3120,38,38,0.9738
3121,38,37,0.2576
3122,38,38,0.6668
3123,38,38,0.9505
3124,38,38,0.9915
3125,38,38,0.9998
3126,38,38,0.829
3127,38,38,0.9973
3128,38,38,0.9746
3129,38,38,0.6877
3130,380,380,0.8511
3131,380,379,0.5717
3132,380,380,0.6848
3133,380,382,0.8586
3134,380,377,0.6655
3135,380,379,0.6633
3136,380,380,0.989
3137,380,382,0.3206
3138,380,365,0.9606
3139,380,380,0.9082
3140,381,381,0.9738
3141,381,448,0.791
3142,381,379,0.8504
3143,381,381,0.999
3144,381,381,0.4661
3145,381,379,0.499
3146,381,381,0.6904
3147,381,381,0.9976
3148,381,379,0.596
3149,381,379,0.5327
3150,382,382,0.8113
3151,382,382,0.7674
3152,382,382,0.431
3153,382,382,0.9382
3154,382,382,0.9232
3155,382,382,0.238
3156,382,380,0.4827
3157,382,382,0.8465
3158,382,382,0.8449
3159,382,382,0.7895
3160,383,383,0.9717
3161,383,383,0.5529
3162,383,383,0.9916
3163,383,383,0.9928
3164,383,384,0.6072
3165,383,383,0.9589
3166,383,383,0.9892
3167,383,383,0.9924
3168,383,383,0.9859
3169,383,383,0.9932
3170,384,384,0.9716
3171,384,384,0.9998
3172,384,384,0.9998
3173,384,384,0.9997
3174,384,384,0.9996
3175,384,384,0.9815
3176,384,384,0.8374
3177,384,384,0.9794
3178,384,384,0.9993
3179,384,384,0.996
3180,385,385,0.8513
3181,385,51,0.9897
3182,385,385,0.5369
3183,385,385,0.6259
3184,385,385,0.4388
3185,385,385,0.8553
3186,385,101,0.4928
3187,385,386,0.6362
3188,385,101,0.7986
3189,385,267,0.4058
3190,386,386,0.8105
3191,386,386,0.8338
3192,386,101,0.7124
3193,386,101,0.4676
3194,386,386,0.943
3195,386,386,0.7963
3196,386,386,0.8438
3197,386,101,0.4524
3198,386,386,0.7177
3199,386,386,0.7883
3200,387,387,0.9933
3201,387,387,0.9989
3202,387,387,0.9994
3203,387,387,0.9998
3204,387,387,0.7294
3205,387,387,0.9791
3206,387,387,0.9102
3207,387,387,0.235
3208,387,387,0.9996
3209,387,387,0.1594
3210,388,388,0.9932
3211,388,388,0.9836
3212,388,388,0.9991
3213,388,388,0.9968
3214,388,388,0.995
3215,388,380,0.1039
3216,388,810,0.4619
3217,388,388,0.9988
3218,388,388,0.9836
3219,388,388,0.9993
3220,389,389,0.7358
3221,389,389,0.9921
3222,389,389,0.996
3223,389,389,0.982
3224,389,389,0.9918
3225,389,389,0.8679
3226,389,389,0.9993
3227,389,389,0.9967
3228,389,389,0.992
3229,389,917,0.3041
3230,39,562,0.8638
3231,39,39,0.9116
3232,39,998,0.6131
3233,39,42,0.9635
3234,39,39,0.9998
3235,39,206,0.518
3236,39,39,0.8921
3237,39,39,0.9806
3238,39,39,0.6742
3239,39,39,0.8155
3240,390,115,0.4491
3241,390,397,0.3787
3242,390,390,0.9994
3243,390,65,0.6852
3244,390,390,0.7545
3245,390,390,0.9949
3246,390,390,0.495
3247,390,390,0.8687
3248,390,973,0.4108
3249,390,390,0.9993
3250,391,391,0.6322
3251,391,391,0.8344
3252,391,391,0.9983
3253,391,391,0.9809
3254,391,753,0.9082
3255,391,391,0.7287
3256,391,391,1.0
3257,391,391,0.9981
3258,391,391,0.9994
3259,391,391,0.9997
3260,392,973,0.8799
3261,392,392,0.9956
3262,392,392,0.9875
3263,392,392,0.9916
3264,392,392,0.987
3265,392,392,0.9988
3266,392,392,0.9998
3267,392,392,0.9994
3268,392,392,0.9996
3269,392,392,0.984
3270,393,393,0.8895
3271,393,393,0.9732
3272,393,108,0.4583
3273,393,108,0.5099
3274,393,393,0.9811
3275,393,108,0.3872
3276,393,108,0.4816
3277,393,393,0.5713
3278,393,393,0.9422
3279,393,393,0.5543
3280,394,394,0.9998
3281,394,983,0.6831
3282,394,390,0.3511
3283,394,394,0.9976
3284,394,394,0.9997
3285,394,394,0.9517
3286,394,394,0.9447
3287,394,394,0.9977
3288,394,394,0.905
3289,394,394,0.9995
3290,395,395,0.9483
3291,395,389,0.8339
3292,395,395,0.659
3293,395,391,0.8283
3294,395,65,0.8653
3295,395,389,0.8226
3296,395,395,0.5232
3297,395,395,0.7664
3298,395,65,0.334
3299,395,389,0.2623
3300,396,396,0.3452
3301,396,396,0.9943
3302,396,973,0.593
3303,396,396,0.9326
3304,396,396,0.9984
3305,396,396,0.9997
3306,396,973,0.842
3307,396,396,0.9713
3308,396,396,0.9996
3309,396,396,0.9964
3310,397,397,0.9999
3311,397,397,1.0
3312,397,973,0.9466
3313,397,397,0.9998
3314,397,397,0.8383
3315,397,397,0.9996
3316,397,973,0.7763
3317,397,397,0.9713
3318,397,397,0.5205
3319,397,397,0.3408
3320,398,398,1.0
3321,398,398,1.0
3322,398,398,1.0
3323,398,398,0.9394
3324,398,398,0.996
3325,398,767,0.457
3326,398,398,0.9996
3327,398,398,1.0
3328,398,398,1.0
3329,398,398,1.0
3330,399,977,0.5878
3331,399,399,0.9975
3332,399,860,0.1493
3333,399,399,0.8724
3334,399,399,0.9673
3335,399,834,0.0813
3336,399,399,0.7671
3337,399,415,0.8765
3338,399,419,0.5112
3339,399,501,0.3254
3340,4,2,0.6963
3341,4,2,0.2141
3342,4,4,0.9996
3343,4,1,0.8301
3344,4,2,0.8948
3345,4,4,0.9874
3346,4,4,0.345
3347,4,4,0.468
3348,4,4,0.9996
3349,4,4,0.9984
3350,40,40,0.7144
3351,40,46,0.3244
3352,40,46,0.9085
3353,40,40,0.5205
3354,40,43,0.5469
3355,40,40,0.5305
3356,40,40,0.779
3357,40,40,0.7019
3358,40,46,0.6518
3359,40,40,0.8407
3360,400,667,0.5323
3361,400,400,0.8701
3362,400,400,0.6465
3363,400,400,0.1908
3364,400,400,0.5155
3365,400,254,0.4253
3366,400,400,0.9263
3367,400,667,0.7984
3368,400,887,0.6187
3369,400,442,0.3756
3370,401,401,0.2631
3371,401,401,0.9997
3372,401,401,0.9972
3373,401,401,0.9999
3374,401,401,0.8367
3375,401,401,0.9977
3376,401,819,0.2155
3377,401,401,0.9993
3378,401,710,0.5429
3379,401,401,0.947
3380,402,546,0.5232
3381,402,546,0.7782
3382,402,402,0.9809
3383,402,402,0.9898
3384,402,420,0.9876
3385,402,523,0.1007
3386,402,427,0.8809
3387,402,776,0.8642
3388,402,650,0.2687
3389,402,402,0.5683
3390,403,403,0.9608
3391,403,403,0.8314
3392,403,403,0.932
3393,403,403,0.9998
3394,403,403,0.9846
3395,403,403,0.9938
3396,403,403,0.9458
3397,403,403,0.972
3398,403,403,1.0
3399,403,908,0.594
3400,404,404,0.9842
3401,404,404,0.6435
3402,404,404,0.9788
3403,404,404,0.9778
3404,404,404,0.9753
3405,404,744,0.3773
3406,404,404,0.2612
3407,404,404,0.972
3408,404,404,0.9956
3409,404,404,0.9863
3410,405,405,0.4667
3411,405,698,0.2821
3412,405,405,0.9918
3413,405,405,1.0
3414,405,405,0.7565
3415,405,744,0.3315
3416,405,405,1.0
3417,405,405,0.9998
3418,405,819,0.5047
3419,405,405,0.9997
3420,406,406,0.8223
3421,406,873,0.9688
3422,406,406,0.9034
3423,406,406,0.2937
3424,406,835,0.5011
3425,406,708,0.2244
3426,406,884,0.7944
3427,406,406,0.876
3428,406,687,0.477
3429,406,406,0.8799
3430,407,407,0.9965
3431,407,656,0.2799
3432,407,407,0.7632
3433,407,734,0.8495
3434,407,407,0.99
3435,407,518,0.1069
3436,407,407,0.9824
3437,407,407,0.5969
3438,407,555,0.9494
3439,407,407,0.9951
3440,408,408,0.9639
3441,408,408,0.9997
3442,408,408,0.2629
3443,408,408,0.7546
3444,408,408,1.0
3445,408,408,0.9965
3446,408,408,0.7423
3447,408,408,0.9793
3448,408,408,0.9977
3449,408,408,0.967
3450,409,789,0.3504
3451,409,892,0.9345
3452,409,531,0.5623
3453,409,409,0.8748
3454,409,826,0.5959
3455,409,409,0.7524
3456,409,409,0.8337
3457,409,531,0.4746
3458,409,409,0.8022
3459,409,409,0.424
3460,41,41,0.7961
3461,41,41,0.9883
3462,41,41,0.9773
3463,41,40,0.4598
3464,41,46,0.4699
3465,41,41,0.9039
3466,41,41,0.7522
3467,41,41,0.916
3468,41,44,0.767
3469,41,41,0.5572
3470,410,410,0.9415
3471,410,410,0.9699
3472,410,410,1.0
3473,410,410,0.9989
3474,410,410,1.0
3475,410,410,0.9047
3476,410,599,0.5393
3477,410,410,0.9888
3478,410,410,0.9974
3479,410,410,1.0
3480,411,601,0.3762
3481,411,411,0.992
3482,411,411,0.994
3483,411,909,0.4375
3484,411,443,0.8945
3485,411,411,0.9616
3486,411,697,0.4556
3487,411,636,0.527
3488,411,975,0.415
3489,411,411,0.3405
3490,412,469,0.4338
3491,412,463,0.4129
3492,412,726,0.3242
3493,412,588,0.7679
3494,412,728,0.4358
3495,412,463,0.6524
3496,412,412,0.4284
3497,412,756,0.2452
3498,412,742,0.3154
3499,412,412,0.5871
3500,413,413,0.8259
3501,413,413,0.9511
3502,413,652,0.6632
3503,413,753,0.4608
3504,413,764,0.8174
3505,413,783,0.1814
3506,413,413,0.6213
3507,413,812,0.1511
3508,413,556,0.1914
3509,413,413,0.6472
3510,414,843,0.3028
3511,414,414,0.6351
3512,414,861,0.3811
3513,414,770,0.2172
3514,414,652,0.9433
3515,414,523,0.1639
3516,414,870,0.8988
3517,414,874,0.5635
3518,414,612,0.3605
3519,414,843,0.8278
3520,415,999,0.8788
3521,415,415,0.7393
3522,415,415,0.5823
3523,415,415,0.8808
3524,415,828,0.2112
3525,415,964,0.9323
3526,415,726,0.3159
3527,415,891,0.6128
3528,415,415,0.4194
3529,415,415,0.946
3530,416,416,0.9999
3531,416,416,0.9987
3532,416,416,0.8879
3533,416,416,1.0
3534,416,702,0.6697
3535,416,416,0.9905
3536,416,416,0.9812
3537,416,416,1.0
3538,416,416,0.5191
3539,416,416,0.9973
3540,417,417,0.9984
3541,417,417,0.9971
3542,417,417,0.9953
3543,417,908,0.4887
3544,417,417,0.6218
3545,417,417,1.0
3546,417,417,0.9119
3547,417,417,0.9998
3548,417,417,0.9767
3549,417,417,0.6318
3550,418,767,0.7263
3551,418,418,0.9749
3552,418,767,0.6701
3553,418,916,0.4391
3554,418,893,0.5273
3555,418,418,0.6934
3556,418,714,0.5898
3557,418,709,0.8158
3558,418,677,0.3871
3559,418,673,0.5702
3560,419,419,1.0
3561,419,610,0.3202
3562,419,419,0.9385
3563,419,419,0.9966
3564,419,478,0.2359
3565,419,419,0.9868
3566,419,419,0.9989
3567,419,419,0.9999
3568,419,680,0.8528
3569,419,419,0.9999
3570,42,825,0.2857
3571,42,42,0.5362
3572,42,42,0.1696
3573,42,43,0.6355
3574,42,42,0.9997
3575,42,42,0.9998
3576,42,42,0.9986
3577,42,42,0.7945
3578,42,42,0.9699
3579,42,42,0.8096
3580,420,758,0.4737
3581,420,420,0.3263
3582,420,420,0.9969
3583,420,420,0.9998
3584,420,420,0.7466
3585,420,420,0.9999
3586,420,420,0.9923
3587,420,420,0.9487
3588,420,420,0.5598
3589,420,420,0.7994
3590,421,564,0.3643
3591,421,421,0.998
3592,421,815,0.8302
3593,421,421,0.4072
3594,421,421,0.9977
3595,421,421,0.9716
3596,421,789,0.477
3597,421,421,0.9799
3598,421,421,0.8575
3599,421,506,0.5847
3600,422,422,0.8441
3601,422,422,0.9707
3602,422,733,0.475
3603,422,543,0.9843
3604,422,422,0.9971
3605,422,543,0.8737
3606,422,751,0.099
3607,422,541,0.227
3608,422,422,0.9748
3609,422,422,0.9971
3610,423,423,0.9873
3611,423,341,0.0981
3612,423,424,0.7231
3613,423,423,0.9747
3614,423,743,0.3118
3615,423,423,0.8896
3616,423,543,0.5217
3617,423,254,0.9698
3618,423,424,0.7895
3619,423,423,0.9962
3620,424,424,0.6566
3621,424,415,0.384
3622,424,764,0.1332
3623,424,424,0.954
3624,424,424,0.9991
3625,424,424,0.7533
3626,424,424,0.8448
3627,424,424,0.9515
3628,424,663,0.4114
3629,424,424,0.6591
3630,425,425,0.9807
3631,425,425,0.9801
3632,425,425,0.9824
3633,425,425,0.9997
3634,425,425,0.9999
3635,425,425,0.9983
3636,425,425,0.6711
3637,425,425,0.7179
3638,425,912,0.3856
3639,425,519,0.7294
3640,426,426,0.9999
3641,426,426,0.6997
3642,426,426,0.8983
3643,426,897,0.9298
3644,426,778,0.9671
3645,426,426,0.9908
3646,426,426,0.8853
3647,426,426,1.0
3648,426,409,0.9288
3649,426,426,1.0
3650,427,427,0.9867
3651,427,463,0.4332
3652,427,427,0.5514
3653,427,427,0.9999
3654,427,469,0.7348
3655,427,427,0.5472
3656,427,786,0.4091
3657,427,427,0.9417
3658,427,427,0.9983
3659,427,427,0.9937
3660,428,428,0.9969
3661,428,634,0.6699
3662,428,690,0.2504
3663,428,428,0.9993
3664,428,428,0.9965
3665,428,805,0.1757
3666,428,428,0.9983
3667,428,428,0.8151
3668,428,428,0.997
3669,428,428,0.9985
3670,429,429,0.6672
3671,429,429,0.5908
3672,429,981,0.99
3673,429,429,0.7125
3674,429,429,1.0
3675,429,429,1.0
3676,429,429,0.9954
3677,429,429,0.9997
3678,429,981,0.9977
